RegNum,'Form','Genus','Species','Country','State','Precise Location','Latitude','Longitude','Date Collected','Date Registered',Sex,Age
M.646,SKIN SKULL,Rattus,,Australia,New South Wales,Yandembah,"33° 28' "" S","144° 55' "" E",,1/0/00,,
M.6472.001,Skull,Rattus,leucopus,Australia,Queensland,SOUTH JOHNSTONE NEAR INNISFAIL,"17° 37' "" S","145° 51' "" E",,5/16/38,Female,
M.6475,SKIN SKULL,Hydromys,chrysogaster,Australia,Northern Territory,BATHURST ISLAND,"11° 30' "" S","130° 17' "" E",,5/20/38,Male,
M.6476,SKIN SKULL,Melomys,burtoni,Australia,Northern Territory,BATHURST ISLAND,"11° 30' "" S","130° 17' "" E",,5/20/38,Male,
M.65.001,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,Richmond River,"29° 04' "" S","153° 21' "" E",,,,
M.6529,"Spirit body, skull",Xeromys,myoides,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,9/2/38,Female,Adult
M.6540,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,10/27/38,Male,
M.6541,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,10/27/38,Male,
M.6544,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,10/27/38,Female,
M.6545,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,10/27/38,Female,
M.6546,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,10/27/38,Female,
M.6551,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,SARINA 23 MLS SOUTH OF MACKAY,"21° 26' "" S","149° 13' "" E",,10/27/38,Male,
M.6553,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,HABANA VIA MACKAY,"21° 02' "" S","149° 05' "" E",,10/27/38,Male,Adult
M.6555,SKIN SKULL,Melomys,burtoni,Australia,Queensland,SHOAL POINT MACKAY,"21° 00' "" S","149° 09' "" E",,10/27/38,Male,Adult
M.6557,SKIN SKULL,Melomys,burtoni,Australia,Queensland,HABANA VIA MACKAY,"21° 02' "" S","149° 05' "" E",,10/27/38,Male,Adult
M.6558,SKIN SKULL,Melomys,burtoni,Australia,Queensland,MOURILYAN NEAR INNISFAIL,"17° 35' "" S","146° 02' "" E",,10/27/38,Female,Adult
M.6559,SKIN SKULL,Melomys,burtoni,Australia,Queensland,MOURILYAN NEAR INNISFAIL,"17° 35' "" S","146° 02' "" E",,10/27/38,Male,Adult
M.6563,SKIN SKULL,Rattus,fuscipes,Australia,Victoria,SOUTH PORTLAND,"38° 21' "" S","141° 36' "" E",,11/3/38,Male,Adult
M.6567,SKIN SKULL,Rattus,fuscipes,Australia,Victoria,SOUTH PORTLAND,"38° 21' "" S","141° 36' "" E",,11/3/38,Female,Adult
M.6592,SKIN SKULL,Rattus,lutreolus,Australia,Tasmania,COXS BIGHT PORT DAVEY DISTRICT,"41° 05' 02"" S","146° 48' 36"" E",,2/6/39,Male,
M.6595,SKIN SKULL,Rattus,norvegicus,Australia,New South Wales,"Eastwood, Sydney","33° 47' "" S","151° 05' "" E",,3/17/39,Female,
M.6603,SKIN SKULL,Rattus,sordidus,Australia,Queensland,MACKNADE MILL NORTH,"18° 35' "" S","146° 15' "" E",,5/8/39,Male,
M.6628.001,Skull,Rattus,,Australia,Northern Territory,Melville Bay and Cape Arnhem Area,"12° 07' 05"" S","136° 39' 11"" E",,6/5/39,Male,
M.6629,SKIN SKULL,Melomys,burtoni,Australia,Northern Territory,Melville Bay and Cape Arnhem Area,"12° 07' 05"" S","136° 39' 11"" E",,6/5/39,Female,
M.6683,SKIN SKULL,Melomys,burtoni,Australia,Northern Territory,Melville Bay and Cape Arnhem Area,"12° 07' 05"" S","136° 39' 11"" E",,1/3/40,Female,
M.6693,Spirit and Skull,Melomys,burtoni,Australia,Queensland,BUNYA MTS S QLD,"26° 51' "" S","151° 34' "" E",3/4/40,4/2/40,Female,
M.6694,Spirit and Skull,Melomys,burtoni,Australia,Queensland,BUNYA MTS S QLD,"26° 51' "" S","151° 34' "" E",3/4/40,4/2/40,Male,
M.6699,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Male,
M.6700,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Male,
M.6701,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Male,
M.6702,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Male,
M.6704,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Female,
M.6705,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Female,
M.6706,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Female,
M.6709,SKIN SKULL,Rattus,sordidus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Female,
M.6711,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,,"17° 32' "" S","146° 01' "" E",,4/29/40,Male,
M.6712.001,Skull,Rattus,leucopus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Male,
M.6713.001,Skull,Rattus,leucopus,Australia,Queensland,"REDLYNCH ""THE INTAKE"" NR CAIRNS","16° 53' "" S","145° 42' "" E",,4/29/40,Female,
M.6716,SKIN SKULL,Melomys,burtoni,Australia,Queensland,,"17° 32' "" S","146° 01' "" E",,4/29/40,Male,
M.6717.001,Skull,Melomys,burtoni,Australia,Queensland,Babinda,"17° 21' "" S","145° 56' "" E",,4/29/40,Female,
M.6718,SKIN SKULL,Melomys,,Australia,Queensland,CAIRNS REGION,"17° 21' "" S","145° 56' "" E",,4/29/40,Male,
M.6719,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/29/40,Male,
M.6720,SKIN SKULL,Melomys,burtoni,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Male,
M.6721,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Male,
M.6722,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Female,Adult
M.6723,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Female,Adult
M.6724,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Female,Adult
M.6725,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Female,
M.6726,SKIN SKULL,Melomys,,Australia,Queensland,REDLYNCH AREA KNOWN AS THE INTAKE CAIRNS,"16° 53' "" S","145° 42' "" E",,4/30/40,Female,Adult
M.6727,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,CAIRNS DISTRICT,"16° 53' "" S","145° 42' "" E",,4/30/40,Female,
M.6728,SKIN SKULL,Hydromys,chrysogaster,Australia,Queensland,LITTLE MULGRAVE NR CAIRNS,"17° 09' "" S","145° 43' "" E",,4/30/40,Male,
M.6729,SKIN SKULL,Hydromys,,Australia,Queensland,CAIRNS DISTRICT,"17° 09' "" S","145° 43' "" E",,4/30/40,Male,
M.6730,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,IMBIL GYMPIE DIST S E QLD,"26° 28' "" S","152° 41' "" E",8/19/38,5/1/40,Male,
M.6734,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,MACKAY,"21° 09' "" S","149° 11' "" E",,5/1/40,Male,
M.6736,SKIN SKULL,Rattus,lutreolus,Australia,Queensland,IMBIL GYMPIE DISTRICT,"26° 28' "" S","152° 41' "" E",7/1/38,5/1/40,Female,
M.6738,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,IMBIL GYMPIE DISTRICT,"26° 28' "" S","152° 41' "" E",8/12/38,5/1/40,Female,
M.675,SKIN SKULL IN SKIN,Uromys,,Australia,Queensland,BELLENDEN KER RANGES,"17° 12' "" S","145° 51' "" E",,1/0/00,,
M.6819,SKIN SKULL,Mesembriomys,gouldii,Australia,Northern Territory,MELVILLE BAY AND CAPE ARNHEM AREA YIRRKALA MISSION STATION,"12° 15' "" S","136° 53' "" E",,9/26/41,Male,
M.6834,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,ROMA,"26° 35' "" S","148° 47' "" E",,6/4/42,Male,
M.6868,Dry and wet,Xeromys,myoides,Australia,Queensland,SHOAL POINT RD MACKAY,"21° 09' "" S","149° 11' "" E",,10/13/43,Male,
M.6894,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Male,
M.6895,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Male,
M.6896,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Female,
M.6901,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Female,
M.6902,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Male,
M.6906,Dry,Rattus,rattus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Female,
M.6906.001,Dry,Rattus,rattus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,10/25/10,,
M.6907,SKIN SKULL,Rattus,rattus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,5/11/44,Male,
M.6907.001,Dry,Rattus,rattus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,10/25/10,,
M.6947,SKIN SKULL,Rattus,rattus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,6/23/44,Male,
M.6947.001,Dry,Rattus,rattus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,10/25/10,,
M.6948,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,6/23/44,Female,
M.6949,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,6/23/44,Male,
M.6950,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, via Bell","33° 29' "" S","150° 28' "" E",,6/23/44,Female,
M.7170,Skin skull,Mastacomys,fuscus,Australia,New South Wales,"White's River Hut, Mt Kosciusko","36° 18' "" S","148° 22' "" E",1/1/46,2/21/46,Female,
M.7171,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Whites R Hut, Mt Kosciusko","36° 18' "" S","148° 22' "" E",,2/21/46,Male,
M.7172,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Whites R Hut, Mt Kosciusko","36° 18' "" S","148° 22' "" E",,2/21/46,Female,
M.7175,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Tom Groggin Hut, SW of Mt Kosciusko","36° 33' "" S","148° 09' "" E",,2/21/46,Male,
M.7176,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Tom Groggin Hut, SW of Mt Kosciusko","36° 33' "" S","148° 09' "" E",,2/21/46,Male,
M.7178,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Tom Groggin Hut, SW of Mt Kosciusko","36° 33' "" S","148° 09' "" E",,2/21/46,Female,
M.7179,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"The Chalet, Mt Kosciusko 5740ft","36° 26' "" S","148° 20' "" E",,2/21/46,Male,
M.7219,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Mt Irvine, Blue Mountains","33° 29' "" S","150° 28' "" E",,7/1/46,Female,
M.7235,Skin skull,Mastacomys,fuscus,Australia,Victoria,Beach Forest Otway Dist. SW Vic.,"38° 52' "" S","143° 31' "" E",6/20/37,11/21/46,Male,
M.7236,Skin skull,Mastacomys,fuscus,Australia,Victoria,Beach Forest Otway Dist. SW Vic.,"38° 52' "" S","143° 31' "" E",7/20/37,11/21/46,Male,
M.7253,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Brush Ck, 20 miles from Wyong","33° 08' "" S","151° 14' "" E",,4/18/47,Male,Adult
M.7254,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Brush Ck, 20 miles from Wyong","33° 08' "" S","151° 14' "" E",,4/18/47,Male,Adult
M.7255,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Brush Ck, 20 miles from Wyong","33° 08' "" S","151° 14' "" E",,4/18/47,Female,Adult
M.7256,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Brush Ck, 20 miles from Wyong","33° 08' "" S","151° 14' "" E",,4/18/47,Female,Adult
M.7261,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,Barrington Tops,"31° 59' "" S","151° 27' "" E",,3/1/47,Female,Adult
M.7262,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,Barrington Tops,"31° 59' "" S","151° 27' "" E",,3/1/47,Male,Adult
M.7263,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,Barrington Tops,"31° 59' "" S","151° 27' "" E",,3/1/47,Male,Adult
M.7264,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,Barrington Tops,"31° 59' "" S","151° 27' "" E",,3/1/47,Male,Adult
M.7465,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Upper Allyn R, via Eccleston","32° 10' "" S","151° 30' "" E",,2/3/49,Male,
M.7467,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Upper Allyn R, via Eccleston","32° 10' "" S","151° 30' "" E",,2/3/49,Female,
M.7524,SKIN SKULL,Rattus,norvegicus,Australia,New South Wales,"Little Lake, Shellharbour","34° 35' "" S","150° 52' "" E",,7/1/49,,
M.7579,Skull,Melomys,burtoni,Australia,Northern Territory,POINT CHARLES DARWIN AREA,"12° 27' "" S","130° 50' "" E",12/16/49,3/2/50,,
M.7612,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, Blue Mountains","33° 29' "" S","150° 28' "" E",,7/15/50,Female,
M.7613,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, Blue Mountains","33° 29' "" S","150° 28' "" E",,7/15/50,Female,
M.7614,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Mt Irvine, Blue Mountains","33° 29' "" S","150° 28' "" E",,7/15/50,Female,
M.7644,spirit skull,Conilurus,penicillatus,Australia,Northern Territory,Groote Eylandt,"13° 58' "" S","136° 35' "" E",,2/8/52,Male,
M.7663,SKIN SKULL,Rattus,norvegicus,Australia,New South Wales,"Mosman, Sydney","33° 50' "" S","151° 15' "" E",,8/29/52,,
M.7730,Skull,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",5/27/52,5/29/53,,
M.7737,Dry,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",5/30/52,5/29/53,,
M.7755,Dry and wet,Pseudomys,delicatulus,Australia,Western Australia,Forrest River Mission Cambridge Gulf.,"15° 02' "" S","128° 10' "" E",5/31/52,5/29/52,,
M.7762,Skull spirit,Pseudomys,delicatulus,Australia,Western Australia,Forrest River Mission Cambridge Gulf.,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7763,SKULL SPIRIT,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7764,SKULL SPIRIT,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7765,SKULL SPIRIT,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7766,SKULL SPIRIT,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7767,SKULL SPIRIT,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7768,SKULL SPIRIT,Pseudomys,delicatulus,Australia,Western Australia,FORREST RIVER MISSION CAMBRIDGE GULF,"15° 02' "" S","128° 10' "" E",6/2/52,5/29/53,,
M.7769,skull spirit,Pseudomys,delicatulus,Australia,Northern Territory,"Port Keats Mission, 154 miles south of Darwin","14° 14' "" S","129° 31' "" E",,5/29/53,,
M.7772,SKIN SKULL,Notomys,alexis,Australia,Northern Territory,GRANITES GOLDFIELD N W OF ALICE SPRINGS,"20° 34' "" S","130° 22' "" E",5/11/52,5/29/53,Male,
M.7775,Dry and wet,Melomys,burtoni,Australia,Northern Territory,PORT KEATS MISSION 154 MLS S OF DARWIN,"14° 14' "" S","129° 31' "" E",6/19/52,5/29/53,Male,
M.7776,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,15 MLS N OF CARDWELL,"18° 07' "" S","145° 55' "" E",,5/29/53,Male,Juvenile
M.7831,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,YARRAMAN N OF DALBY,"26° 51' "" S","151° 59' "" E",,11/3/54,Male,
M.7835,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,BENARKIN N E OF DALBY,"26° 53' "" S","152° 08' "" E",,11/3/53,Male,
M.7837,SKIN SKULL,Rattus,tunneyi,Australia,Queensland,BENARKIN N E OF DALBY,"26° 53' "" S","152° 08' "" E",8/6/54,11/3/54,Male,
M.7842,Skull Spirit,Rattus,fuscipes,Australia,Western Australia,WEST WALLABI ID HOUTMAN ABROLHOS,"28° 29' "" S","113° 42' "" E",,11/30/54,Female,Adult
M.7843,Skull Spirit,Rattus,fuscipes,Australia,Western Australia,WEST WALLABI ID HOUTMAN ABROLHOS,"28° 29' "" S","113° 42' "" E",,11/30/54,Female,Juvenile
M.7867,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Point Piper waterfront, Sydney Harbour","33° 52' "" S","151° 15' "" E",,11/8/55,Male,
M.8098.001,Skull,Uromys,caudimaculatus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/17/60,9/1/60,Female,
M.8099,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/17/60,9/1/60,Female,Juvenile
M.8100.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/17/60,9/1/60,Male,
M.8101.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/18/60,9/1/60,Male,
M.8102.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/19/60,9/5/60,Male,
M.8103.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/19/60,9/5/60,Male,
M.8104.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/22/60,9/5/60,Female,
M.8105.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R NR COEN,"13° 57' "" S","143° 12' "" E",6/22/60,9/5/60,Male,
M.8112,Skin skull,Hydromys,chrysogaster,Australia,Queensland,"Lankelly Creek, Coen","13° 57' "" S","143° 11' "" E",6/29/60,9/5/60,Female,
M.8140,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,1/12/61,Female,
M.8141.001,Skull,Rattus,leucopus,Australia,Queensland,CHARRABA CK 10 MLS SE RAVENSHOE,"17° 42' "" S","145° 33' "" E",7/7/60,1/12/61,Male,
M.8142.001,Skull,Rattus,leucopus,Australia,Queensland,CHARRABA CK 10 MLS SE RAVENSHOE,"17° 42' "" S","145° 33' "" E",7/7/60,1/12/61,Female,
M.8160,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,CHARRABA CK 10 M SE RAVENSHOE,"17° 42' "" S","145° 33' "" E",7/8/60,2/13/61,Female,
M.8161,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,2/13/61,Male,
M.8162.001,Skull,Rattus,leucopus,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/6/60,2/13/61,Female,
M.8163,Skull,Hydromys,chrysogaster,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,2/13/61,Male,
M.8164,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,CHARRABA CK 10 M SE RAVENSHOE,"17° 42' "" S","145° 33' "" E",7/7/60,2/22/61,Male,
M.8166,SKIN SKULL,Uromys,caudimaculatus,Australia,Queensland,CHARRABA CK 10 M SE RAVENSHOE,"17° 42' "" S","145° 33' "" E",7/8/60,4/27/61,Female,Juvenile
M.8191,Skin & skull,Notomys,alexis,Australia,South Australia,20 m E of Piltardi Rockhole main range.,"26° 00' "" S","130° 08' "" E",6/22/61,11/17/61,Male,
M.8192,SKIN SKULL,Notomys,alexis,Australia,South Australia,20 M E OF PILTARDI ROCKHOLE MANN RANGE,"26° 00' "" S","130° 08' "" E",6/22/61,11/17/61,Male,
M.8198,"Skin, skull",Pseudomys,desertor,Australia,South Australia,"20 miles E of Piltadi Rockhole, Mann Range","26° 00' "" S","130° 08' "" E",6/24/61,11/21/61,Female,
M.8199,SKIN SKULL,Pseudomys,hermannsburgensis,Australia,Northern Territory,2 M W OF AYERS ROCK,"25° 21' "" S","131° 01' "" E",6/28/61,11/21/61,Male,
M.8207,SPIRIT SKULL,Melomys,burtoni,Australia,Northern Territory,HUMPTY DOO 40 M ESE DARWIN,"12° 38' "" S","131° 15' "" E",2/9/58,11/22/61,Male,
M.8214,SKIN SKULL,Rattus,rattus,Australia,New South Wales,Sydney,"33° 53' "" S","151° 13' "" E",7/6/61,3/12/62,Female,
M.8261,"Skin, skull",Rattus,lutreolus,Australia,Queensland,Nambour,"26° 38' "" S","152° 58' "" E",8/7/62,10/8/62,Female,
M.8268.001,Skull,Rattus,leucopus,Australia,Queensland,4 M UPSTREAM ROCKY R VIA COEN,"13° 49' "" S","143° 30' "" E",6/13/60,11/13/62,Female,
M.8269.001,Skull,Rattus,leucopus,Australia,Queensland,ROCKY RIVER COEN,"13° 49' "" S","143° 30' "" E",6/19/60,11/13/62,Male,
M.8270,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,11/13/62,Male,
M.8271.001,Skull,Rattus,leucopus,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,11/13/62,Female,
M.8272,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,11/13/62,Male,
M.8273,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/5/60,11/13/62,Female,
M.8274,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/5/60,11/13/62,Male,
M.8275,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,CHARRABA CK 10 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/8/60,11/13/62,Male,
M.8276,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/6/60,11/15/62,Female,
M.8277.001,Skull,Rattus,leucopus,Australia,Queensland,ROCKY R VIA COEN,"13° 49' "" S","143° 30' "" E",6/19/60,11/15/62,Female,
M.8282.001,Skull,Rattus,leucopus,Australia,Queensland,CHARRABA CK 10 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/7/60,1/10/62,Male,
M.8283,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/6/60,1/10/62,Female,
M.8284,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/5/60,1/10/62,Female,
M.8285,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/5/60,1/10/62,Female,
M.8286.001,Skull,Rattus,leucopus,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,1/10/62,Male,
M.8287.001,Skull,Rattus,leucopus,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/6/60,1/10/62,Female,
M.8288,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,1/10/62,Female,
M.8289.001,Skull,Rattus,leucopus,Australia,Queensland,CHARRABA CK 10 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/7/60,1/10/62,Male,
M.8298,SKIN SKULL,Pseudomys,hermannsburgensis,Australia,South Australia,5 M N INNAMINCKA BORE NO 1,"28° 35' "" S","140° 57' "" E",3/16/61,2/7/63,Female,
M.8299,SKIN SKULL,Melomys,capensis,Australia,Queensland,4 M UPSTREAM ROCKY RIVER COEN,"13° 49' "" S","143° 30' "" E",6/16/60,2/7/63,Male,Juvenile
M.8300,SKIN SKULL,Melomys,cervinipes,Australia,Queensland,6 M SE RAVENSHOE,"17° 38' "" S","145° 35' "" E",7/4/60,2/13/63,Male,
