RegNum,'Form','Genus','Species','Country','State','Precise Location','Latitude','Longitude','Date Collected','Date Registered',Sex,Age
M.30602.001,Skull,Pseudomys,,Australia,Queensland,10 kms S of Mt Isa on Dajarra Road,,,4/4/94,6/21/94,Female,Adult
M.30602.002,Skeleton,Pseudomys,,Australia,Queensland,10 kms S of Mt Isa on Dajarra Road,,,4/4/94,6/21/94,Female,Adult
M.3061,Spirit skull,Leporillus,conditor,Australia,South Australia,Franklins Island Nuyts Archipelago.,"32° 27' "" S","133° 40' "" E",5/24/22,5/24/22,Male,
M.3062,Skin & skull,Leporillus,conditor,Australia,South Australia,9 mls W of Ooldea Trans Line.,"30° 27' "" S","131° 41' "" E",10/11/21,5/24/22,Female,
M.3063,Skin & skull,Leporillus,conditor,Australia,South Australia,9 mls W of Ooldea Trans Line.,"30° 27' "" S","131° 41' "" E",10/11/21,5/24/22,Male,
M.3065,Skin & skull,Leporillus,conditor,Australia,South Australia,9 mls W of Ooldea Trans Line.,"30° 27' "" S","131° 41' "" E",10/12/21,5/24/22,Male,
M.30691,"Spirit, Skull",Mus,musculus,Australia,Northern Territory,"Mirraponga Pongunna Lake, 30km west of Pebble Corner","25° 54' "" S","137° 42' "" E",4/20/94,6/29/94,Male,subadult
M.3105,SKIN SKULL,Hydromys,chrysogaster,Australia,Western Australia,TUDOR 27 MLS FROM ALBANY ON DENMARK LINE SOUTH WEST AUST,"35° 00' "" S","118° 19' "" E",11/29/21,6/1/22,Male,
M.3106.001,Skull,Hydromys,chrysogaster,Australia,Western Australia,TUDOR 27 MLS FROM ALBANY ON DENMARK LINE SOUTH WEST AUST,"35° 00' "" S","118° 19' "" E",12/2/21,6/1/22,Male,
M.31105,Spirit Skull,Rattus,tunneyi,Australia,New South Wales,"Faulkners Quarry Trail, Yuragir National Park","29° 50' 27"" S","153° 15' 51"" E",9/29/94,1/6/95,Female,Adult
M.31106,Spirit skull,Pseudomys,gracilicaudatus,Australia,New South Wales,"N of Lake Hiawatha, N of Wooli township","29° 47' 54"" S","153° 15' 26"" E",9/29/94,1/6/95,Male,subadult
M.31107,Spirit Skull,Rattus,tunneyi,Australia,New South Wales,"500m W of Minnie Water, Yuragir National Park","29° 46' 02"" S","153° 17' 28"" E",9/30/94,1/6/95,Female,Adult
M.3113,Dry,Rattus,fuscipes,Australia,Western Australia,WOODY ISLAND RECHERCHE ARCHIPELAGO,"33° 58' "" S","122° 01' "" E",12/7/21,6/14/22,Male,
M.3114,SKIN SKULL,Rattus,fuscipes,Australia,Western Australia,WOODY ISLAND RECHERCHE ARCHIPELAGO,"33° 58' "" S","122° 01' "" E",12/7/21,6/14/22,Female,
M.3132,SKULL SPIRIT,Melomys,cervinipes,Australia,Queensland,Rockhampton,"23° 22' "" S","150° 32' "" E",,7/10/22,Male,
M.3133.001,Skull,Melomys,cervinipes,Australia,Queensland,Dunk Island,"17° 57' "" S","146° 09' "" E",,7/10/22,Male,Adult
M.31437,SPIRIT SKULL,Rattus,fuscipes,Australia,New South Wales,"Comerong Is, Nowra","34° 53' 31"" S","150° 44' 48"" E",1/26/95,2/2/95,Female,
M.31438.001,Skull,Rattus,fuscipes,Australia,New South Wales,"Comerong Is, Nowra","34° 53' 27"" S","150° 44' 40"" E",1/31/95,2/2/95,Male,
M.31439,SPIRIT SKULL,Rattus,fuscipes,Australia,New South Wales,"Comerong Is, Nowra","34° 53' 34"" S","150° 44' 40"" E",11/16/94,2/2/95,Male,
M.31440,SPIRIT SKULL,Rattus,fuscipes,Australia,New South Wales,"Comerong Is, Nowra","34° 53' 37"" S","150° 44' 56"" E",1/26/95,2/2/95,Female,
M.31441,SPIRIT SKULL,Rattus,fuscipes,Australia,New South Wales,"Comerong Is, Nowra","34° 53' 37"" S","150° 44' 56"" E",1/25/95,2/2/95,Male,
M.31549,"Skull, Spirit body",Notomys,mitchelli,Australia,South Australia,"Ooldea district:Fisher siding, east west line.","30° 33' "" S","130° 58' "" E",,3/15/95,Female,Adult
M.31802,"skull, spirit body",Melomys,cervinipes,Australia,New South Wales,"Coorumbene Wildlife Reserve, Bulli Ck Rd, 4.7 km from Byabarra","31° 34' "" S","152° 31' "" E",5/1/95,5/25/95,Female,Adult
M.3187,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Booloombayte, Myall Lakes","32° 30' "" S","152° 18' "" E",9/1/22,9/15/22,Male,
M.3188,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Booloombayte, Myall Lakes","32° 30' "" S","152° 18' "" E",9/3/22,9/15/22,Male,
M.3190.001,Skull,Rattus,lutreolus,Australia,New South Wales,"Bombah Point, Myall Lakes","32° 31' "" S","152° 18' "" E",8/31/22,9/15/22,Male,
M.3191.001,Skull,Rattus,lutreolus,Australia,New South Wales,"Booloombayte, Myall Lakes","32° 30' "" S","152° 18' "" E",8/31/22,9/15/22,Male,
M.3192.001,Skull,Rattus,lutreolus,Australia,New South Wales,"Booloombayte, Myall Lakes","32° 30' "" S","152° 18' "" E",9/1/22,9/15/22,Male,Adult
M.31924,Skin Skull,Rattus,fuscipes,Australia,New South Wales,"Ingleside, Sydney","33° 41' "" S","151° 16' "" E",9/9/93,6/22/95,Male,Adult
M.3193.001,Skull,Rattus,lutreolus,Australia,New South Wales,"Booloombayte, Myall Lakes","32° 30' "" S","152° 18' "" E",9/4/22,9/15/22,Female,
M.3206,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,ATHERTON TABLELAND,"17° 16' "" S","145° 29' "" E",11/26/21,9/27/22,Male,
M.3207,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,ATHERTON TABLELAND,"17° 16' "" S","145° 29' "" E",11/29/21,9/27/22,Female,
M.32078,Skull & skeleton,Rattus,rattus,Australia,New South Wales,Blue Mountains,"33° 36' "" S","150° 15' "" E",7/18/95,8/2/95,,
M.3208,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,ATHERTON TABLELAND,"17° 16' "" S","148° 29' "" E",11/30/21,9/27/22,Male,
M.3209,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,ATHERTON TABLELAND,"17° 16' "" S","148° 29' "" E",12/1/21,9/27/22,Female,
M.3210,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,BABINDA CK,"17° 22' "" S","145° 55' "" E",11/11/21,9/27/22,Male,
M.3211,SKIN SKULL,Rattus,fuscipes,Australia,Queensland,BABINDA CK,"17° 22' "" S","145° 55' "" E",11/7/21,9/27/22,Female,
M.32127,"Skin, Skull, Spirit body.",Melomys,cervinipes,Australia,Queensland,"Cape Flattery, 60kms North of Cooktown.","14° 57' "" S","145° 21' "" E",,10/10/95,Female,
M.32128,"Skin, Skull, Spirit body.",Melomys,cervinipes,Australia,Queensland,"Cape Flattery, 60kms North of Cooktown.","14° 57' "" S","145° 21' "" E",,10/10/95,Male,
M.32129,"Skin, Skull, Spirit body.",Melomys,burtoni,Australia,Queensland,"Cape Flattery, 60kms North of Cooktown.","14° 57' "" S","145° 21' "" E",,10/10/95,Male,
M.32130,"Skin, Skull, Spirit body.",Melomys,burtoni,Australia,Queensland,"Cape Flattery, 60kms North of Cooktown.","14° 57' "" S","145° 21' "" E",,10/10/95,Male,
M.32131.002,Skull,Rattus,tunneyi,Australia,Queensland,"Cape Flattery, 60kms North of Cooktown","14° 57' "" S","145° 21' "" E",9/27/95,10/10/95,,
M.32161,Skeleton,Mus,musculus,Australia,New South Wales,"Homebush Bay, Sydney","33° 50' "" S","151° 05' "" E",1/10/93,10/17/95,Female,
M.32162,Skeleton,Mus,musculus,Australia,New South Wales,"Mt Alum SE of Bulahdelah, 1 km from south side of river","32° 25' "" S","152° 14' "" E",7/1/95,10/17/95,Female,Adult
M.32163,"skeleton, skull",Rattus,lutreolus,Australia,New South Wales,"Mt Alum SE of Bulahdelah, 1 km from south side of river","32° 25' "" S","152° 14' "" E",,10/17/95,Female,
M.32164,"skeleton, skull",Rattus,lutreolus,Australia,New South Wales,"Mt Alum SE of Bulahdelah, 1 km from south side of river","32° 25' "" S","152° 14' "" E",,10/17/95,,
M.32172.001,Skull,Pseudomys,bolami,Australia,New South Wales,"Tarawi Nature Reserve, approx. 100 km NW of Wentworth","33° 25' 05"" S","141° 15' 17"" E",9/5/95,10/24/95,Male,Sub-adult
M.32173,"spirit, skull",Pseudomys,bolami,Australia,New South Wales,"Tarawi Nature Reserve, approx. 100 km NW of Wentworth","33° 26' 01"" S","141° 05' 56"" E",9/5/95,10/24/95,Male,subadult
M.32309,"Skull, spirit",Rattus,tunneyi,Australia,New South Wales,"Dorrigo: Chaelundi State Forest, Quartz Rd","30° 03' "" S","152° 21' "" E",,2/22/96,Male,Adult
M.3232,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Diggers Ck, near Hotel Mt Kosciusko","36° 21' "" S","148° 29' "" E",12/20/22,3/3/23,,
M.3233,Skin skull,Mastacomys,fuscus,Australia,New South Wales,"Spencer Ck, Mt Kosciusko","36° 24' "" S","148° 21' "" E",12/21/22,3/3/23,,
M.3243,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/27/21,3/22/23,Female,
M.3244,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/27/21,3/22/23,Female,
M.3245,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",2/5/21,3/22/23,Male,
M.3246,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/19/21,3/22/23,Female,
M.3247,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/20/21,3/22/23,Male,
M.32474,Skull,Leggadina,forresti,Australia,New South Wales,"15 km NW of Tibooburra, near Gun Vale Station","29° 18' 46"" S","141° 54' 40"" E",7/23/95,,Male,
M.32475,Skull,Pseudomys,hermannsburgensis,Australia,New South Wales,"8 km NNW of Tibooburra, near Whitta-Brinnah Station","29° 22' 30"" S","142° 00' 50"" E",7/21/95,,,
M.32476,Skull,Pseudomys,hermannsburgensis,Australia,New South Wales,"8 km NNW of Tibooburra, near Whitta-Brinnah Station","29° 22' 30"" S","142° 00' 50"" E",7/21/95,,,
M.3248,Dry,Rattus,fuscipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/31/21,,Female,
M.32483,Skull,Leggadina,forresti,Australia,New South Wales,"10 km ESE of Tibooburra, near Mount Stuart Station","29° 27' 49"" S","142° 08' 00"" E",7/18/95,,,
M.32484,Skull,Leggadina,forresti,Australia,New South Wales,"10 km ESE of Tibooburra, near Mount Stuart Station","29° 28' 24"" S","142° 08' 48"" E",7/18/95,,,
M.32487,Skull,Pseudomys,hermannsburgensis,Australia,New South Wales,"10 km NNW of Tibooburra, near Whitta-Brinnah Station","29° 21' 26"" S","141° 59' 01"" E",7/21/95,,Male,
M.32495,Skull,Leggadina,forresti,Australia,New South Wales,"Mount Stuart Station area, 7 km E SE of Tibooburra","29° 27' 55"" S","142° 08' 07"" E",7/5/95,5/16/96,,
M.32499,Skull,Leggadina,forresti,Australia,New South Wales,"Mount Stuart Station area, 14 km E SE of Tibooburra","29° 29' 02"" S","142° 09' 41"" E",7/5/95,5/16/96,,
M.32501,Skull,Leggadina,forresti,Australia,New South Wales,10 km SE of Tibooburra,"29° 27' 33"" S","142° 07' 41"" E",7/12/95,5/16/96,,
M.32502,Skull,Leggadina,forresti,Australia,New South Wales,"Mount Stuart Station area, 15 km E SE of Tibooburra","29° 29' 51"" S","142° 10' 48"" E",7/6/95,5/16/96,Male,
M.32503,Skull,Leggadina,forresti,Australia,New South Wales,"Pindera Downs Station area, 25 km SE of Tibooburra","29° 32' 47"" S","142° 14' 44"" E",7/6/95,9/13/96,,
M.32505,"Skull, skeleton",Leggadina,forresti,Australia,New South Wales,"Wyjonta Station area, 35 km SE of Tibooburra","29° 37' 20"" S","142° 19' 34"" E",7/6/95,5/16/96,Male,
M.32509,"Skull, skeleton",Leggadina,forresti,Australia,New South Wales,"25 km SE of Tibooburra, near Pindera Downs Station","29° 32' 34"" S","142° 14' 29"" E",7/13/95,5/16/96,Female,
M.3252,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",2/15/21,3/22/23,Male,
M.3253,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/21/21,3/22/23,Female,Juvenile
M.3254,SKIN SKULL,Rattus,lutreolus,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",1/30/21,3/22/23,Male,Juvenile
M.3258,SKIN SKULL,Rattus,rattus,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",2/15/21,3/22/23,Female,
M.3260,SKIN SKULL,Melomys,cervinipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",2/7/21,3/22/23,Male,
M.3261,SKIN SKULL,Melomys,cervinipes,Australia,New South Wales,"Pt Lookout area, 12 miles from Ebor, Guy Fawkes district","30° 29' "" S","152° 25' "" E",2/3/21,3/22/23,Female,
M.32641.001,Skull,Rattus,lutreolus,Australia,New South Wales,"Bar Island, near junction of Berowra Creek and Hawkesbury River","33° 32' "" S","151° 09' "" E",7/10/95,7/1/96,Male,
M.32652,"Skull, Skin in spirit",Rattus,villosissimus,Australia,Northern Territory,Brunette Downs H.S.,"18° 38' 35"" S","135° 56' 38"" E",,7/3/96,,
M.32653,"Skull, skin in spirit",Rattus,villosissimus,Australia,Northern Territory,Brunette Downs H.S.,"18° 38' 35"" S","135° 56' 38"" E",,7/3/96,,
M.32654,Skull Skin Spirit,Rattus,villosissimus,Australia,Northern Territory,Brunette Downs H.S.,"18° 38' 35"" S","135° 56' 38"" E",,7/3/96,,
M.32755,"Skull, spirit",Pseudomys,oralis,Australia,New South Wales,"Carrow Brook, 8 km S of Mt Royal, near Singleton.","32° 17' "" S","151° 18' "" E",8/27/96,10/15/96,Male,Adult
M.32830.008,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,Goobang National Park: Sawpit Gully Trail,"32° 45' 04"" S","148° 20' 06"" E",2/6/98,2/14/98,Female,Adult
M.3284,SKIN SKULL,Rattus,fuscipes,Australia,South Australia,CLELANDS GULLY MT COMPASS,"35° 20' "" S","138° 36' "" E",10/30/21,4/17/23,Male,
M.3286,SKIN SKULL,Notomys,,Australia,South Australia,FOOT OF MACDONNELL RANGE,"27° 01' 44"" S","140° 19' 26"" E",,4/23/23,,
M.3287,SKIN SKULL,Notomys,,Australia,South Australia,FOOT OF MACDONNELL RANGE,"27° 01' 44"" S","140° 19' 26"" E",,4/23/23,,
M.329,SKIN SKULL,Rattus,fuscipes,Australia,New South Wales,Mount Kosciusko,"36° 27' "" S","148° 16' "" E",,,,
M.32960.001,Skull,Pseudomys,gouldii,Australia,Western Australia,"Nullabor, Firestick Cave, N. Madura","31° 46' 08"" S","127° 01' 08"" E",,3/5/97,,
M.33380.001,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,"Ridge on N side of Beardy R, 12 km N of Emmaville","29° 20' 18"" S","151° 36' 01"" E",3/7/97,10/2/97,,
M.33450,spirit & skull,Melomys,cervinipes,Australia,New South Wales,Approx 20 km NW of Tenterfield,"28° 56' 22"" S","151° 58' 17"" E",6/14/97,10/22/97,Female,Adult
M.33615.001,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,Oxley Wild Rivers National Park: Upslope from Apsley River,"31° 04' 14"" S","152° 01' 00"" E",11/18/97,5/1/98,Male,Sub-adult
M.33660.001,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,Holdsworthy Army Base: Eastern side,"33° 59' "" S","150° 55' "" E",3/3/95,6/2/98,Male,Sub-adult
M.33661.001,Skull,Pseudomys,novaehollandiae,Australia,New South Wales,Holdsworthy Army Base: Eastern side,"33° 59' "" S","150° 55' "" E",3/3/95,6/2/98,Male,Sub-adult
M.33662,Skull,Rattus,lutreolus,Australia,New South Wales,Woonona,"34° 20' "" S","150° 54' "" E",3/24/98,6/2/98,,Juvenile
M.3370,SKIN SKULL,Rattus,colletti,Australia,Northern Territory,ALLIGATOR R,"12° 13' 23"" S","132° 16' 52"" E",,12/10/23,Female,
M.3371.001,Skull,Rattus,tunneyi,Australia,Queensland,"Skull Ck, Cape York",,,1/13/13,12/10/23,Female,Adult
M.33797,"Spirit, skull",Mus,musculus,Australia,New South Wales,"Sturt Nat. Park, 23.6 km from Olive Downs Hmstd on west loop road","29° 14' 47"" S","141° 54' 24"" E",4/27/98,8/11/98,Male,Adult
M.33799,"Spirit, skull",Leggadina,forresti,Australia,New South Wales,"Sturt Nat. Park, 13.6 km N of S junction loop rd & Silver City Hwy","29° 11' 21"" S","141° 57' 18"" E",4/28/98,8/11/98,,
M.33803,"Spirit, Skull",Mus,musculus,Australia,New South Wales,Sturt Nat. Park. 4.9 km S Olive Downs Hmstd on west loop road.,"29° 05' 17"" S","141° 51' 39"" E",4/26/98,8/11/98,Female,Adult
M.33814,Skull,Mus,musculus,Australia,,No data,,,,8/27/98,,
M.33817,Skull,Rattus,rattus,Australia,,No data,,,,8/27/98,,
M.33818,Skull,Rattus,rattus,Australia,,No data,,,,8/27/98,,
M.33821,Skull,Rattus,rattus,Australia,,No data,,,,8/27/98,,
M.33823,Skull,Rattus,rattus,Australia,,No data,,,,8/27/98,,
M.33824,Skull,Rattus,lutreolus,Australia,,No data,,,,8/27/98,,
M.33829,Skull,Hydromys,chrysogaster,Australia,,No data,,,,8/27/98,,
M.33830,Skull,Rattus,rattus,Australia,,No data,,,,8/27/98,,
M.33856,Skeleton,Melomys,cervinipes,Australia,New South Wales,"Bellingen area: ""Grumhof"" Kalong Road, 20 km SW Bellingen","30° 30' 53"" S","152° 46' 07"" E",12/29/98,8/26/98,Female,Adult
M.33858,Skull,Rattus,rattus,Australia,New South Wales,"Moeyam Hill, Berry","34° 46' "" S","150° 42' "" E",2/23/95,9/7/98,,
M.33968,Skull,Rattus,fuscipes,Australia,New South Wales,Sth. Sydney area.tributary of Wolli Creek Bexley,"33° 59' "" S","151° 02' "" E",,10/29/98,Male,Adult
M.34045,skin in spirit - no skull,Rattus,fuscipes,Australia,New South Wales,Wallingat State Forest,"32° 19' "" S","152° 26' "" E",9/17/76,12/18/98,,Adult
M.3409,Skin & skull,Leporillus,conditor,Australia,,Taronga Zoo.,,,6/1/24,7/9/24,,
M.34121,"Skin, skull",Rattus,lutreolus,Australia,New South Wales,Heathcote: Freemans Rd,"34° 05' 14"" S","151° 00' 05"" E",9/18/96,2/15/99,Male,Adult
M.34122,Skull,Rattus,lutreolus,Australia,New South Wales,"Albert Road, Hazelbrook, Blue Mountains","33° 43' "" S","150° 27' "" E",8/15/96,2/15/99,,
M.34300,Dry,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",6/1/98,8/4/99,,
M.34301,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",6/1/99,,,
M.34302.001,Skeleton,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,,,
M.34303,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,,,
M.34304.001,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,,,
M.34304.002,Skeleton,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,,,
M.3431,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"25 miles S of Mount Horeb, Tumut district","35° 37' "" S","148° 06' "" E",,8/15/24,Female,
M.34319.001,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,8/11/99,,
M.3432,Skin & skull,Mus,musculus,Australia,New South Wales,"25 miles S of Mount Horeb, Tumut district","35° 37' "" S","148° 06' "" E",,8/15/24,Female,
M.34321,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,8/11/99,,
M.34322,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,8/11/99,,
M.34323,Skull,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,8/11/99,,
M.34324,Skeleton,Leporillus,conditor,Australia,Western Australia,"Salutation Island, Shark Bay.","26° 32' 17"" S","113° 46' 01"" E",,8/11/99,,
M.3443,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"25 miles S of Mount Horeb, Tumut district","35° 37' "" S","148° 06' "" E",,9/8/24,Male,
M.34488,Dry and wet,Rattus,rattus,Australia,New South Wales,Lorne,"31° 37' 30"" S","152° 30' 35"" E",6/14/99,11/3/99,Male,Adult
M.34489,"Skull, Skeleton",Melomys,cervinipes,Australia,New South Wales,"""Gumhof"" Kalang Rd, 20 km SW Bellingen","30° 30' "" S","152° 44' "" E",8/22/99,11/3/99,Male,subadult
M.34490,Skeleton,Melomys,cervinipes,Australia,New South Wales,"""Gumhof"" Kalang Rd, 20 km SW Bellingen","30° 30' "" S","152° 44' "" E",8/22/99,11/3/99,Male,subadult
M.34519,Dry,Melomys,cervinipes,Australia,New South Wales,Timbarra Plateau,"28° 56' "" S","152° 08' "" E",7/28/98,,,
M.3453,SKIN SKULL,Hydromys,chrysogaster,Australia,New South Wales,"Prospect Ck, Fairfield","33° 52' "" S","150° 57' "" E",,9/24/24,Male,
M.34538,Dry,Pseudomys,oralis,Australia,New South Wales,"Timbarra Plateau, approx. 30 kms East of Tenterfield.","28° 56' "" S","152° 08' "" E",6/2/98,,,
M.3457,Skin & skull,Leporillus,conditor,Australia,,Taronga Park.,,,,10/8/24,,
M.34604,Spirit & skull,Mus,musculus,Australia,New South Wales,Broken Hill,"31° 58' "" S","141° 27' "" E",5/1/99,2/1/00,Male,Adult
M.34607,Dry,Pseudomys,oralis,Australia,New South Wales,Marengo State Forest: Compartment 118.,"30° 05' 16"" S","152° 27' 21"" E",5/13/99,2/10/00,,
M.34622,"Skull, Spirit",Mus,musculus,Australia,New South Wales,"Goonoo State Forest, Grid Ref. Map 8633 674388 6450346.","32° 04' 11"" S","148° 50' 51"" E",12/10/99,2/16/00,Male,Adult
